EmpNo,Attrition,JobRole,Department,DistanceFromHome,Education,EducationField,Age,Gender,YearsAtCompany,YearsInCurrentRole,Years Since Last Promotion,Years CurrManager,Monthly Income,EnvironmentSatisfaction,JobLevel,Job Satisfaction,Marital Status,Num Companies Worked,Over Time,Performance Rating,Relationship Satisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,,,,,,,,
1780,Yes,Sales Representative,Sales,7,High school or below,Marketing,21,Male,1,0,1,0,2679,2,1,2,Single,1,No,3,2,0,1,3,3,,,,,,,,
1782,No,Laboratory Technician,Research & Development,6,Some university,Other,38,Female,5,4,0,4,3702,4,1,3,Married,1,No,3,2,1,5,3,3,,,,,,,,
1783,Yes,Laboratory Technician,Research & Development,8,High school or below,Medical,22,Female,1,0,0,0,2398,3,1,1,Married,1,Yes,3,3,0,1,6,3,,,,,,,,
1784,No,Sales Executive,Sales,29,Master's,Marketing,31,Female,12,7,5,7,5468,1,2,4,Married,1,No,3,1,2,13,3,3,,,,,,,,
1786,No,Manager,Research & Development,3,Bachelor's,Technical Degree,51,Female,2,2,2,2,13116,1,3,3,Married,2,No,3,4,0,15,2,3,,,,,,,,
1787,No,Sales Executive,Sales,9,Some university,Marketing,37,Male,5,2,0,3,4189,2,2,2,Married,1,No,3,1,2,5,2,3,,,,,,,,
1789,No,Research Director,Research & Development,2,Master's,Medical,46,Male,2,1,2,2,19328,3,5,4,Divorced,7,Yes,3,3,1,24,3,3,,,,,,,,
1790,No,Healthcare Representative,Research & Development,10,Bachelor's,Life Sciences,36,Male,12,8,5,7,8321,4,3,1,Married,7,Yes,3,4,1,15,1,3,,,,,,,,
1792,Yes,Research Scientist,Research & Development,1,Some university,Medical,44,Male,5,3,2,3,2342,3,1,2,Divorced,1,Yes,3,3,3,6,2,2,,,,,,,,
1794,No,Human Resources,Human Resources,8,Some university,Other,37,Male,10,0,4,7,4071,3,2,2,Divorced,2,No,3,3,0,19,4,2,,,,,,,,
1797,Yes,Sales Executive,Sales,27,Bachelor's,Life Sciences,35,Male,10,7,7,7,5813,3,2,4,Single,1,Yes,3,4,0,10,2,3,,,,,,,,
1798,No,Research Scientist,Research & Development,8,Master's,Life Sciences,33,Male,10,8,7,6,3143,4,1,1,Married,6,No,3,2,1,14,1,3,,,,,,,,
1799,No,Research Scientist,Research & Development,1,Bachelor's,Life Sciences,28,Male,5,3,0,3,2044,3,1,4,Married,1,No,3,3,1,5,6,4,,,,,,,,
1800,No,Research Director,Research & Development,10,High school or below,Medical,39,Male,4,3,2,2,13464,3,3,3,Single,7,No,4,3,0,9,3,3,1,,,,,,,
1801,No,Sales Executive,Sales,26,Some university,Life Sciences,46,Male,2,2,2,2,7991,2,2,2,Single,8,No,3,3,0,6,3,3,,,,,,,,
1802,No,Laboratory Technician,Research & Development,2,Some university,Life Sciences,40,Female,4,3,0,2,3377,3,1,1,Married,4,No,3,4,1,7,5,2,,,,,,,,
1803,No,Healthcare Representative,Research & Development,13,Bachelor's,Medical,42,Male,0,0,0,0,5538,2,2,1,Married,5,No,3,3,2,10,2,2,,,,,,,,
1804,No,Manufacturing Director,Research & Development,2,Some university,Medical,35,Male,7,7,1,7,5762,2,2,4,Divorced,2,No,3,3,1,15,6,3,,,,,,,,
1805,No,Human Resources,Human Resources,2,Bachelor's,Human Resources,38,Male,11,10,3,8,2592,1,1,2,Divorced,5,No,3,4,3,13,3,3,,,,,,,,
1807,Yes,Laboratory Technician,Research & Development,9,Master's,Life Sciences,34,Male,7,1,0,7,5346,4,2,1,Married,4,No,3,3,1,11,3,2,,,,,,,,
1809,Yes,Manufacturing Director,Research & Development,10,Master's,Medical,37,Male,10,3,0,8,4213,4,2,1,Single,1,No,3,2,0,10,4,1,,,,,,,,
1812,No,Sales Executive,Sales,20,Bachelor's,Life Sciences,39,Male,2,1,2,2,4127,3,2,4,Divorced,2,No,3,4,1,7,6,3,,,,,,,,
1813,No,Research Scientist,Research & Development,9,Bachelor's,Life Sciences,43,Male,3,2,1,2,2438,1,1,3,Single,4,No,3,3,0,7,2,2,,,,,,,,
1814,No,Healthcare Representative,Research & Development,5,Bachelor's,Life Sciences,41,Male,3,2,1,2,6870,2,2,2,Single,3,No,3,1,0,11,3,1,,,,,,,,
1815,No,Sales Executive,Sales,4,High school or below,Marketing,41,Female,22,14,13,5,10447,3,3,3,Divorced,0,Yes,3,4,1,23,3,4,,,,,,,,
1816,No,Manufacturing Director,Research & Development,10,Bachelor's,Medical,30,Female,7,7,0,2,9667,1,3,3,Single,9,No,3,2,0,9,3,3,,,,,,,,
1818,Yes,Human Resources,Human Resources,20,Some university,Medical,26,Female,5,1,1,4,2148,4,1,2,Married,0,Yes,3,3,0,6,3,3,,,,,,,,
1821,Yes,Healthcare Representative,Research & Development,21,Some university,Medical,46,Female,9,7,3,7,8926,4,2,2,Married,4,No,4,4,1,13,2,4,1,,,,,,,
1822,No,Healthcare Representative,Research & Development,1,Bachelor's,Life Sciences,40,Female,5,3,0,3,6513,3,2,4,Divorced,4,No,3,4,1,12,3,3,,,,,,,,
1823,No,Sales Executive,Sales,8,Some university,Technical Degree,34,Male,10,8,4,8,6799,2,2,3,Married,1,No,4,3,2,10,5,3,1,,,,,,,
1824,No,Manager,Sales,2,Bachelor's,Medical,58,Male,16,9,14,14,16291,2,4,2,Divorced,4,No,4,4,1,37,0,2,1,,,,,,,
1826,No,Laboratory Technician,Research & Development,23,Master's,Medical,35,Male,5,4,0,3,2705,2,1,3,Married,0,No,3,2,1,6,2,4,,,,,,,,
1827,No,Manufacturing Director,Research & Development,4,Bachelor's,Life Sciences,47,Female,22,11,14,10,10333,3,3,2,Divorced,8,Yes,3,3,1,28,4,3,,,,,,,,
1829,No,Healthcare Representative,Research & Development,12,Bachelor's,Life Sciences,40,Female,7,4,7,7,4448,2,2,1,Divorced,2,No,3,2,1,15,3,3,,,,,,,,
1830,No,Research Scientist,Research & Development,7,Master's,Medical,54,Female,7,1,1,7,6854,4,2,4,Married,4,No,3,2,1,14,2,2,,,,,,,,
1833,No,Sales Executive,Sales,7,Master's,Marketing,31,Female,3,2,2,2,9637,1,3,1,Married,2,No,3,4,2,9,3,3,,,,,,,,
1834,No,Research Scientist,Research & Development,1,Bachelor's,Medical,28,Female,3,2,1,2,3591,3,1,1,Married,1,No,4,3,1,3,3,3,1,,,,,,,
1835,No,Sales Representative,Sales,2,Master's,Marketing,38,Female,4,2,0,3,5405,2,2,4,Married,2,Yes,4,1,2,20,4,2,1,,,,,,,
1836,No,Sales Executive,Sales,10,Bachelor's,Medical,26,Male,5,3,1,2,4684,3,2,4,Single,1,No,3,1,0,5,4,3,,,,,,,,
1837,No,Research Director,Research & Development,15,Master's,Life Sciences,58,Male,2,2,2,2,15787,1,4,3,Married,2,Yes,3,2,0,23,3,3,,,,,,,,
1839,No,Research Scientist,Research & Development,14,Bachelor's,Medical,18,Female,0,0,0,0,1514,2,1,3,Single,1,No,3,3,0,0,4,1,,,,,,,,
1842,Yes,Human Resources,Human Resources,18,Doctorate,Human Resources,31,Male,1,0,0,0,2956,4,1,1,Married,0,No,3,3,0,2,4,3,,,,,,,,
1844,Yes,Human Resources,Human Resources,13,Bachelor's,Human Resources,29,Male,2,2,2,0,2335,1,1,1,Divorced,4,Yes,3,4,3,4,3,3,,,,,,,,
1845,No,Sales Executive,Sales,2,Master's,Life Sciences,45,Female,8,7,5,7,5154,3,2,3,Married,4,No,4,2,2,10,3,4,1,,,,,,,
1847,No,Research Scientist,Research & Development,2,Master's,Other,36,Female,1,0,0,0,6962,4,2,2,Married,4,Yes,4,4,1,15,2,3,1,,,,,,,
1849,No,Sales Executive,Sales,2,Master's,Life Sciences,43,Male,7,7,7,7,5675,1,2,4,Married,1,No,4,3,1,7,5,3,1,,,,,,,
1850,No,Laboratory Technician,Research & Development,5,Some university,Life Sciences,27,Female,5,4,0,2,2379,4,1,4,Single,0,Yes,3,3,0,6,3,2,,,,,,,,
1852,No,Laboratory Technician,Research & Development,20,High school or below,Medical,29,Male,11,8,3,10,3812,4,1,4,Married,1,No,3,2,0,11,3,4,,,,,,,,
1853,No,Sales Executive,Sales,10,Master's,Marketing,32,Male,0,0,0,0,4648,4,2,4,Single,8,No,3,3,0,4,2,4,,,,,,,,
1854,No,Research Scientist,Research & Development,10,Master's,Technical Degree,42,Male,6,3,3,3,2936,3,1,3,Married,3,No,4,2,2,10,1,2,1,,,,,,,
1856,No,Laboratory Technician,Research & Development,9,Master's,Life Sciences,47,Female,2,2,2,0,2105,2,1,3,Single,4,No,3,3,0,7,2,3,,,,,,,,
1857,No,Manufacturing Director,Research & Development,2,Some university,Life Sciences,46,Male,9,8,4,7,8578,4,3,4,Divorced,3,No,3,3,1,12,4,2,,,,,,,,
1858,No,Human Resources,Human Resources,1,Some university,Life Sciences,28,Male,3,2,2,2,2706,3,1,4,Divorced,1,No,3,2,1,3,2,3,,,,,,,,
1859,No,Healthcare Representative,Research & Development,29,High school or below,Life Sciences,29,Male,7,0,1,6,6384,4,2,3,Divorced,8,No,3,4,2,11,3,3,,,,,,,,
1860,No,Laboratory Technician,Research & Development,8,Bachelor's,Life Sciences,42,Male,0,0,0,0,3968,4,1,3,Single,4,No,3,4,0,8,3,3,,,,,,,,
1862,Yes,Sales Executive,Sales,2,Master's,Marketing,32,Male,2,2,2,2,9907,3,2,2,Single,7,Yes,3,3,0,7,3,2,,,,,,,,
1863,No,Sales Executive,Sales,3,Bachelor's,Technical Degree,46,Female,19,17,2,8,13225,1,4,1,Divorced,2,No,3,4,1,25,5,3,,,,,,,,
1864,No,Sales Representative,Sales,23,High school or below,Medical,27,Female,9,8,5,8,3540,2,2,3,Married,1,No,4,4,1,9,5,3,1,,,,,,,
1865,No,Human Resources,Human Resources,6,High school or below,Medical,29,Male,1,0,0,0,2804,4,1,2,Married,1,No,3,4,0,1,3,3,,,,,,,,
1866,No,Manager,Research & Development,6,Bachelor's,Medical,43,Female,16,12,6,14,19392,1,5,3,Married,7,No,3,4,0,21,2,3,,,,,,,,
1867,No,Research Director,Research & Development,10,Bachelor's,Life Sciences,48,Male,22,10,12,9,19665,4,5,2,Married,4,No,3,4,0,29,3,3,,,,,,,,
1868,Yes,Research Scientist,Research & Development,24,Some university,Life Sciences,29,Male,1,0,1,0,2439,4,1,4,Single,1,Yes,4,2,0,1,3,2,1,,,,,,,
1869,Yes,Sales Executive,Sales,10,Bachelor's,Life Sciences,46,Female,8,7,0,7,7314,3,3,2,Married,5,No,4,3,3,14,2,3,1,,,,,,,
1870,No,Research Scientist,Research & Development,15,Bachelor's,Life Sciences,27,Female,7,6,7,3,4774,4,1,1,Married,0,No,3,4,1,8,2,2,,,,,,,,
1871,No,Research Scientist,Research & Development,19,Master's,Other,39,Male,2,2,2,2,3902,4,2,4,Divorced,8,No,3,2,3,7,2,3,,,,,,,,
1873,No,Research Scientist,Research & Development,2,Master's,Technical Degree,55,Male,5,2,0,4,2662,2,1,4,Married,8,No,4,2,1,19,2,4,1,,,,,,,
1875,No,Sales Representative,Sales,3,Bachelor's,Medical,28,Female,1,0,0,0,2856,2,1,2,Married,1,No,3,4,1,1,3,3,,,,,,,,
1876,Yes,Sales Representative,Sales,9,Bachelor's,Medical,30,Male,1,0,0,0,1081,2,1,4,Single,1,No,3,3,0,1,3,2,,,,,,,,
1878,Yes,Research Scientist,Research & Development,7,High school or below,Life Sciences,22,Male,1,0,0,0,2472,4,1,2,Single,1,Yes,4,1,0,1,2,3,1,,,,,,,
1880,No,Sales Executive,Sales,10,Master's,Technical Degree,36,Female,10,9,1,7,5673,2,2,3,Married,1,Yes,3,1,1,10,4,3,,,,,,,,
1881,No,Laboratory Technician,Research & Development,20,Bachelor's,Life Sciences,31,Male,10,8,0,2,4197,2,2,3,Divorced,1,No,3,1,1,10,2,3,,,,,,,,
1882,No,Sales Executive,Sales,4,Bachelor's,Life Sciences,34,Male,5,3,1,0,9713,3,3,4,Married,2,Yes,3,4,3,9,3,3,,,,,,,,
1883,No,Laboratory Technician,Research & Development,7,Bachelor's,Life Sciences,29,Male,3,2,1,2,2062,4,1,1,Single,3,No,3,2,0,11,2,3,,,,,,,,
1885,No,Research Scientist,Research & Development,7,Master's,Medical,37,Male,5,3,0,4,4284,4,2,1,Married,5,Yes,4,3,1,16,2,3,1,,,,,,,
1886,No,Manufacturing Director,Research & Development,16,Some university,Other,35,Female,3,2,0,2,4788,4,2,2,Married,0,Yes,3,4,0,4,2,3,,,,,,,,
1888,No,Manufacturing Director,Research & Development,25,Some university,Life Sciences,45,Female,9,8,3,8,5906,2,2,4,Married,0,No,3,4,2,10,2,2,,,,,,,,
1890,No,Human Resources,Human Resources,2,High school or below,Human Resources,36,Male,10,1,0,8,3886,2,2,4,Single,1,No,4,4,0,10,2,2,1,,,,,,,
1892,No,Manager,Research & Development,1,Master's,Life Sciences,40,Male,19,7,11,16,16823,1,4,1,Divorced,2,No,3,1,1,22,3,3,,,,,,,,
1893,No,Research Scientist,Research & Development,1,Some university,Life Sciences,26,Female,1,0,1,0,2933,2,1,3,Married,1,Yes,3,3,1,1,3,2,,,,,,,,
1898,No,Sales Executive,Sales,2,Some university,Medical,27,Female,8,7,0,7,6500,1,2,3,Single,0,No,3,2,0,9,5,2,,,,,,,,
1900,No,Manager,Research & Development,22,Bachelor's,Medical,48,Female,22,17,4,7,17174,4,4,4,Divorced,3,No,3,2,1,24,3,3,,,,,,,,
1903,No,Healthcare Representative,Research & Development,1,Master's,Life Sciences,44,Male,2,0,2,2,5033,2,2,1,Married,2,No,3,4,1,10,5,3,,,,,,,,
1905,Yes,Research Scientist,Research & Development,16,Master's,Technical Degree,34,Male,5,2,3,0,2307,4,1,1,Married,1,Yes,4,2,1,5,2,3,1,,,,,,,
1907,Yes,Laboratory Technician,Research & Development,24,Some university,Life Sciences,56,Male,4,2,1,0,2587,1,1,4,Single,1,No,3,4,0,5,3,3,,,,,,,,
1908,No,Sales Executive,Sales,17,Some university,Marketing,36,Male,4,2,1,3,5507,3,2,2,Married,2,No,3,3,2,12,1,1,,,,,,,,
1909,No,Sales Executive,Sales,8,Bachelor's,Marketing,41,Female,5,4,1,4,4393,3,2,2,Married,5,No,4,3,1,14,3,3,1,,,,,,,
1911,No,Research Director,Research & Development,6,Bachelor's,Medical,42,Male,13,7,5,7,13348,3,3,1,Married,9,No,3,2,1,18,3,4,,,,,,,,
1912,No,Sales Executive,Sales,10,Some university,Medical,31,Female,5,2,1,4,6583,3,2,4,Divorced,2,Yes,3,4,1,8,2,3,,,,,,,,
1915,No,Sales Executive,Sales,3,High school or below,Medical,34,Female,4,2,0,1,8103,4,2,4,Married,3,Yes,3,3,0,9,3,2,,,,,,,,
1916,No,Laboratory Technician,Research & Development,4,Bachelor's,Medical,31,Female,2,2,2,2,3978,1,1,3,Divorced,8,No,3,2,1,4,0,2,,,,,,,,
1918,No,Laboratory Technician,Research & Development,6,Bachelor's,Other,26,Male,7,7,7,7,2544,3,1,4,Married,0,No,3,1,1,8,3,3,,,,,,,,
1922,No,Healthcare Representative,Research & Development,1,Master's,Medical,45,Male,4,2,0,3,5399,2,2,3,Single,4,No,3,3,0,12,3,3,,,,,,,,
1924,No,Sales Executive,Sales,10,Master's,Marketing,33,Male,10,4,0,9,5487,2,2,3,Single,1,No,3,2,0,10,2,2,,,,,,,,
1927,No,Sales Executive,Sales,1,Some university,Life Sciences,28,Male,7,7,0,7,6834,3,2,4,Married,1,Yes,3,3,1,7,2,3,,,,,,,,
1928,Yes,Sales Representative,Sales,24,Bachelor's,Technical Degree,29,Male,1,0,0,0,1091,3,1,1,Single,1,No,3,4,0,1,3,3,,,,,,,,
1929,No,Sales Executive,Sales,21,Master's,Life Sciences,39,Female,3,2,1,2,5736,1,2,3,Married,6,No,3,3,1,10,1,3,,,,,,,,
1931,No,Research Scientist,Research & Development,2,Master's,Technical Degree,27,Male,5,3,1,2,2226,2,1,2,Married,1,No,3,3,1,6,3,2,,,,,,,,
1932,No,Research Scientist,Research & Development,22,Master's,Other,34,Male,15,10,6,11,5747,3,2,4,Married,1,Yes,3,2,0,16,3,3,,,,,,,,
1933,Yes,Sales Executive,Sales,13,Some university,Marketing,28,Female,2,0,2,2,9854,4,2,3,Single,3,Yes,3,4,0,6,0,3,,,,,,,,
1934,No,Research Scientist,Research & Development,14,Master's,Technical Degree,47,Male,8,7,1,7,5467,3,2,2,Married,8,No,3,3,1,16,4,4,,,,,,,,
1935,No,Sales Executive,Sales,11,Doctorate,Marketing,56,Female,0,0,0,0,5380,4,2,1,Married,4,No,3,3,1,6,3,3,,,,,,,,
1936,No,Manufacturing Director,Research & Development,9,Some university,Medical,39,Male,10,0,7,9,5151,1,2,1,Married,1,No,4,4,1,10,3,3,1,,,,,,,
1937,No,Research Scientist,Research & Development,8,Bachelor's,Medical,38,Female,20,11,0,7,2133,4,2,2,Divorced,1,Yes,3,3,1,20,3,3,,,,,,,,
1938,No,Manager,Sales,21,Bachelor's,Life Sciences,58,Female,1,0,0,0,17875,4,4,4,Married,4,Yes,3,3,1,29,2,2,,,,,,,,
1939,Yes,Research Scientist,Research & Development,5,Some university,Life Sciences,32,Female,4,1,0,3,2432,1,1,3,Single,3,Yes,3,1,0,8,2,3,,,,,,,,
1940,No,Research Scientist,Research & Development,9,Some university,Life Sciences,38,Male,5,2,0,3,4771,2,1,4,Divorced,2,No,3,4,2,10,0,4,,,,,,,,
1941,No,Research Director,Research & Development,2,High school or below,Life Sciences,49,Male,5,4,4,3,19161,2,5,4,Married,3,No,3,4,0,28,3,3,,,,,,,,
1943,No,Sales Executive,Sales,12,Master's,Marketing,42,Male,0,0,0,0,5087,2,2,4,Divorced,3,Yes,3,3,2,14,4,3,,,,,,,,
1944,Yes,Human Resources,Human Resources,22,Bachelor's,Human Resources,27,Female,1,0,0,0,2863,1,1,2,Married,1,No,3,1,0,1,2,3,,,,,,,,
1945,No,Sales Executive,Sales,18,Master's,Medical,35,Male,5,3,0,4,5561,2,2,1,Married,0,No,3,4,1,6,2,1,,,,,,,,
1947,No,Research Scientist,Research & Development,16,Bachelor's,Medical,28,Male,5,3,1,4,2144,3,1,3,Single,1,No,3,3,0,5,3,2,,,,,,,,
1948,No,Research Scientist,Research & Development,3,Some university,Medical,31,Male,4,2,2,3,3065,3,1,1,Divorced,1,Yes,3,4,1,4,3,4,,,,,,,,
1949,No,Laboratory Technician,Research & Development,9,Master's,Life Sciences,36,Male,5,4,0,2,2810,1,1,2,Married,1,No,4,2,0,5,3,3,1,,,,,,,
1950,No,Sales Executive,Sales,1,Bachelor's,Marketing,34,Male,14,8,2,1,9888,1,3,4,Single,1,No,4,1,0,14,3,2,1,,,,,,,
1951,No,Sales Executive,Sales,13,Master's,Medical,34,Male,8,7,1,1,8628,4,3,3,Divorced,1,No,3,3,1,9,2,2,,,,,,,,
1952,No,Laboratory Technician,Research & Development,1,Bachelor's,Medical,26,Male,7,7,7,6,2867,3,1,1,Single,0,No,3,4,0,8,6,2,,,,,,,,
1954,No,Healthcare Representative,Research & Development,1,Bachelor's,Life Sciences,29,Male,5,3,0,2,5373,1,2,1,Married,0,No,3,1,1,6,5,2,,,,,,,,
1955,No,Healthcare Representative,Research & Development,15,Master's,Medical,32,Female,5,1,1,2,6667,3,2,4,Divorced,5,No,3,2,1,9,6,3,,,,,,,,
1956,No,Research Scientist,Research & Development,1,Bachelor's,Life Sciences,31,Male,10,8,8,7,5003,4,2,1,Married,1,No,4,2,0,10,6,3,1,,,,,,,
1960,Yes,Laboratory Technician,Research & Development,17,Bachelor's,Technical Degree,28,Male,4,1,0,3,2367,3,1,4,Divorced,5,No,3,1,1,6,2,2,,,,,,,,
1961,No,Sales Representative,Sales,1,Bachelor's,Life Sciences,38,Male,1,0,0,0,2858,1,1,1,Single,4,No,3,1,0,20,3,2,,,,,,,,
1962,No,Sales Executive,Sales,7,Master's,Life Sciences,35,Female,10,8,0,9,5204,3,2,4,Married,1,Yes,3,4,0,10,2,3,,,,,,,,
1965,No,Sales Executive,Sales,9,Bachelor's,Marketing,27,Male,7,7,0,7,4105,4,2,4,Single,1,No,3,1,0,7,5,3,,,,,,,,
1966,No,Manufacturing Director,Research & Development,5,Master's,Life Sciences,32,Male,1,0,0,0,9679,4,2,4,Single,8,No,4,2,0,8,1,3,1,,,,,,,
1967,Yes,Sales Executive,Sales,26,Master's,Marketing,31,Male,10,7,0,8,5617,1,2,4,Married,1,Yes,3,3,0,10,4,3,,,,,,,,
1968,Yes,Sales Executive,Sales,24,Master's,Life Sciences,53,Male,2,2,2,2,10448,1,3,1,Single,6,Yes,3,2,0,15,2,2,,,,,,,,
1969,No,Research Scientist,Research & Development,9,Some university,Life Sciences,54,Female,4,3,2,3,2897,1,2,3,Married,3,No,3,3,2,9,6,2,,,,,,,,
1970,No,Healthcare Representative,Research & Development,7,Some university,Life Sciences,33,Male,9,7,2,8,5968,4,2,3,Divorced,1,No,4,3,3,9,2,3,1,,,,,,,
1971,No,Healthcare Representative,Research & Development,11,Bachelor's,Life Sciences,43,Male,10,9,0,9,7510,1,3,3,Married,1,No,3,2,1,10,1,3,,,,,,,,
1972,No,Human Resources,Human Resources,1,Master's,Other,38,Male,6,2,1,2,2991,4,1,2,Married,0,Yes,3,2,1,7,2,3,,,,,,,,
1973,No,Manager,Human Resources,26,Master's,Human Resources,55,Male,10,9,1,4,19636,3,5,2,Married,4,Yes,3,1,1,35,0,3,,,,,,,,
1974,No,Laboratory Technician,Research & Development,2,High school or below,Medical,31,Female,1,0,0,0,1129,4,1,4,Divorced,1,Yes,3,3,3,1,4,3,,,,,,,,
1975,No,Sales Executive,Sales,15,Master's,Marketing,39,Male,20,8,11,10,13341,2,4,1,Single,0,No,3,1,0,21,3,3,,,,,,,,
1976,No,Research Scientist,Research & Development,23,Some university,Life Sciences,42,Male,20,9,3,7,4332,4,2,3,Single,1,No,3,4,0,20,2,3,,,,,,,,
1979,No,Research Director,Research & Development,10,Bachelor's,Medical,31,Female,11,7,4,8,11031,3,3,3,Married,4,No,4,3,1,13,2,4,1,,,,,,,
1980,No,Manufacturing Director,Research & Development,10,Bachelor's,Medical,54,Female,5,2,1,4,4440,3,2,1,Single,6,Yes,3,4,0,9,3,3,,,,,,,,
1981,No,Healthcare Representative,Research & Development,1,Some university,Life Sciences,24,Male,4,3,1,2,4617,2,2,3,Single,1,No,3,2,0,4,2,2,,,,,,,,
1982,No,Laboratory Technician,Research & Development,12,Some university,Other,23,Male,5,2,1,4,2647,4,1,4,Single,1,No,3,3,0,5,6,4,,,,,,,,
1985,No,Laboratory Technician,Research & Development,11,Bachelor's,Technical Degree,40,Female,10,9,9,4,6323,4,2,3,Married,1,No,3,1,1,10,2,4,,,,,,,,
1986,No,Sales Executive,Sales,2,Some university,Marketing,40,Female,11,8,5,10,5677,2,2,2,Married,3,No,3,3,1,15,4,3,,,,,,,,
1987,No,Human Resources,Human Resources,2,Bachelor's,Human Resources,25,Female,2,0,1,2,2187,3,1,2,Married,4,No,3,3,0,6,3,3,,,,,,,,
1989,No,Laboratory Technician,Research & Development,1,Some university,Medical,30,Male,12,8,1,7,3748,4,1,2,Married,1,No,3,3,0,12,6,2,,,,,,,,
1992,No,Laboratory Technician,Research & Development,2,High school or below,Other,25,Male,2,2,0,2,3977,4,1,3,Divorced,6,Yes,3,3,1,7,2,2,,,,,,,,
1993,No,Healthcare Representative,Research & Development,25,Bachelor's,Medical,47,Male,17,14,12,11,8633,1,3,3,Single,2,No,4,2,0,25,3,3,1,,,,,,,
1994,No,Laboratory Technician,Research & Development,1,Some university,Medical,33,Male,1,1,0,0,2008,2,1,3,Divorced,1,No,3,3,3,1,2,2,,,,,,,,
1995,No,Sales Executive,Sales,1,Master's,Life Sciences,38,Male,15,13,5,8,4440,4,2,2,Married,0,No,3,1,2,16,3,3,,,,,,,,
1996,No,Sales Representative,Sales,2,Some university,Life Sciences,31,Male,2,2,1,2,3067,1,1,3,Married,0,No,3,3,1,3,1,3,,,,,,,,
1997,No,Manufacturing Director,Research & Development,6,Master's,Life Sciences,38,Male,8,3,7,7,5321,1,2,3,Married,2,No,3,4,1,10,1,3,,,,,,,,
1998,No,Research Scientist,Research & Development,18,Master's,Life Sciences,42,Male,4,3,1,2,5410,4,2,1,Divorced,6,Yes,3,3,1,9,3,2,,,,,,,,
1999,No,Research Scientist,Research & Development,1,Bachelor's,Life Sciences,41,Male,5,3,1,0,2782,4,1,4,Married,3,No,4,1,1,12,3,3,1,,,,,,,
2000,No,Research Director,Research & Development,1,High school or below,Medical,47,Female,13,8,5,12,11957,3,3,2,Married,0,No,3,1,2,14,3,1,,,,,,,,
2003,No,Laboratory Technician,Research & Development,11,Master's,Medical,35,Male,2,2,2,2,2660,4,1,3,Married,7,Yes,3,3,1,5,3,3,,,,,,,,
2007,No,Research Scientist,Research & Development,1,Some university,Life Sciences,22,Male,3,2,1,2,3375,4,1,3,Single,0,No,3,4,0,4,2,4,,,,,,,,
2008,No,Research Scientist,Research & Development,9,Master's,Medical,35,Male,10,7,0,8,5098,2,2,3,Single,1,No,3,2,0,10,5,3,,,,,,,,
2009,No,Healthcare Representative,Research & Development,15,Some university,Medical,33,Female,9,7,8,1,4878,2,2,4,Married,0,Yes,3,1,1,10,6,3,,,,,,,,
2010,No,Laboratory Technician,Research & Development,29,Master's,Life Sciences,32,Female,6,2,4,1,2837,3,1,2,Single,1,No,3,3,0,6,3,3,,,,,,,,
2012,No,Laboratory Technician,Research & Development,1,Master's,Life Sciences,40,Male,1,0,0,0,2406,1,1,4,Married,8,No,3,3,2,8,3,2,,,,,,,,
2013,No,Sales Representative,Sales,1,Master's,Medical,32,Male,2,2,2,2,2269,2,1,2,Married,0,No,3,2,1,3,2,3,,,,,,,,
2014,No,Research Scientist,Research & Development,24,High school or below,Life Sciences,39,Male,7,7,1,7,4108,1,2,4,Single,7,No,3,1,0,18,2,3,,,,,,,,
2015,No,Research Director,Research & Development,10,Bachelor's,Medical,38,Female,18,16,1,11,13206,2,3,3,Married,3,No,3,1,1,20,3,3,,,,,,,,
2016,No,Sales Executive,Sales,1,Master's,Marketing,32,Female,14,10,5,7,10422,3,3,4,Married,1,No,3,3,2,14,3,3,,,,,,,,
2017,No,Research Director,Research & Development,10,Bachelor's,Life Sciences,37,Female,16,11,6,8,13744,3,3,4,Married,1,Yes,4,1,1,16,2,3,1,,,,,,,
2018,No,Sales Executive,Sales,8,Some university,Other,25,Female,5,3,0,4,4907,1,2,3,Divorced,0,Yes,4,2,1,6,3,2,1,,,,,,,
2019,No,Sales Representative,Sales,29,Master's,Life Sciences,52,Male,9,8,0,0,3482,1,1,4,Divorced,2,No,3,2,2,16,3,2,,,,,,,,
2020,No,Research Scientist,Research & Development,1,Bachelor's,Medical,44,Male,4,3,1,2,2436,2,1,4,Single,6,Yes,3,3,0,6,2,3,,,,,,,,
2021,No,Sales Representative,Sales,5,High school or below,Medical,21,Male,2,2,1,2,2380,3,1,1,Single,1,Yes,3,4,0,2,6,3,,,,,,,,
2022,No,Manager,Research & Development,9,Bachelor's,Life Sciences,39,Male,6,0,1,3,19431,4,5,4,Single,2,No,3,3,0,21,3,2,,,,,,,,
2023,Yes,Sales Representative,Sales,9,Bachelor's,Marketing,23,Male,1,0,1,0,1790,4,1,1,Married,1,No,3,1,1,1,3,2,,,,,,,,
2024,No,Sales Executive,Sales,3,Bachelor's,Medical,36,Female,9,7,3,4,7644,1,3,4,Married,0,No,3,3,2,10,2,3,,,,,,,,
2025,No,Manufacturing Director,Research & Development,4,Some university,Life Sciences,36,Female,4,2,0,2,5131,4,2,2,Divorced,7,No,3,2,3,18,3,3,,,,,,,,
